"""%s"" coupon code is not valid.","El código de cupón ""%s"" no es válido."
"%s","%s"
"%s / %s rate:","%s / %s ritmo:"
"%s for %s","%s per %s"
"%s order(s) cannot be canceled","%s order(s) cannot be canceled"
"%s order(s) have been canceled.","%s order(s) have been canceled."
"%s order(s) have been put on hold.","%s order(s) have been put on hold."
"%s order(s) have been released from holding status.","%s order(s) have been released from holding status."
"%s order(s) were not put on hold.","%s order(s) were not put on hold."
"%s order(s) were not released from holding status.","%s order(s) were not released from holding status."
"* - Enter custom price excluding tax","* - Introducir el precio sin impuestos"
"* - Enter custom price including tax","* - Introducir el precio con impuestos"
"* Required Fields","* Required Fields"
"-- Please Select --","-- Please Select --"
"-- Please Select Billing Agreement--","-- Please Select Billing Agreement--"
"About This Order:","Sobre este Pedido:"
"About This Profile:","About This Profile:"
"About Your Invoice","About Your Invoice"
"About Your Order","Sobre su Pedido:"
"About Your Refund","About Your Refund"
"About Your Shipment","About Your Shipment"
"Accept or Deny Payment","Accept or Deny Payment"
"Accept Payment","Accept Payment"
"Account Information","Informacion de la cuenta"
"Action","Acción"
"Actions","Acciones"
"Activate","Activate"
"Active","Active"
"Add","Añadir"
"Add comment to order","Añadir comentario"
"Add New Address","Añadir una nueva dirección"
"Add new comment to credit memo","Add new comment to credit memo"
"Add new comment to shipment","Añadir nuevo comentario a envío"
"Add new tracking number","Añadir nuevo número de seguimiento"
"Add Order Comments","Añadir comentarios al Pedido"
"Add Package","Add Package"
"Add Products","Añadir productos"
"Add Selected Product(s) to Option","Añadir producto seleccionado(s) a la opción"
"Add Selected Product(s) to Order","Añadir producto(s) seleccionado(s) al Pedido"
"Add Selected Product(s) to Package","Add Selected Product(s) to Package"
"Add to Cart","Añadir al carrito"
"Add To Order","Añadir al Pedido"
"Add Tracking Number","Añadir número de seguimiento"
"Additional Product Info","Additional Product Info"
"Address","Dirección"
"Address model is not defined.","Address model is not defined."
"Adjustment Fee","Ajuste de tarifa"
"Adjustment Refund","Ajuste de reembolso"
"Agreement Information","Agreement Information"
"Allow Reorder","Permitir Pedidos repetidos"
"Amount","Importe"
"Amount: %s.","Amount: %s."
"An error occurred while assigning order status. Status has not been assigned.","An error occurred while assigning order status. Status has not been assigned."
"An error occurred while creating shipping label.","An error occurred while creating shipping label."
"An error occurred while saving order status. The status has not been added.","An error occurred while saving order status. The status has not been added."
"An error occurred while unassigning order status.","An error occurred while unassigning order status."
"An error occurred while updating the order address. The address has not been changed.","An error occurred while updating the order address. The address has not been changed."
"An item option with code %s already exists.","An item option with code %s already exists."
"Anchor Custom Title","Anchor Custom Title"
"Append Comments","Anexar comentarios"
"Apply","Aplicar"
"Apply Coupon Code","Aplicar código de cupón"
"Approved the payment online.","Approved the payment online."
"Are you sure you want to accept this payment?","Are you sure you want to accept this payment?"
"Are you sure you want to cancel this order?","¿Está seguro de cancelar este Pedido?"
"Are you sure you want to delete all items from shopping cart?","Are you sure you want to delete all items from shopping cart?"
"Are you sure you want to deny this payment?","Are you sure you want to deny this payment?"
"Are you sure you want to do this?","Are you sure you want to do this?"
"Are you sure you want to send Creditmemo email to customer?","Are you sure you want to send Creditmemo email to customer?"
"Are you sure you want to send Invoice email to customer?","Are you sure you want to send Invoice email to customer?"
"Are you sure you want to send order email to customer?","Are you sure you want to send order email to customer?"
"Are you sure you want to send Shipment email to customer?","Are you sure you want to send Shipment email to customer?"
"Are you sure you want to void the payment?","Are you sure you want to void the payment?"
"Are you sure?","¿Está seguro?"
"Are you sure? This order will be canceled and a new one will be created instead","Are you sure? This order will be canceled and a new one will be created instead"
"Assign Order Status to State","Assign Order Status to State"
"Assign Status to State","Assign Status to State"
"Assignment Information","Assignment Information"
"At least a payment ID must be set.","At least a payment ID must be set."
"Authorization","Authorization"
"Authorized amount of %s.","Authorized amount of %s."
"Authorizing amount of %s is pending approval on gateway.","Authorizing amount of %s is pending approval on gateway."
"Back","Back"
"Back to Billing Agreements","Back to Billing Agreements"
"Back to My Orders","Volver a Mis Pedidos"
"Back to Recurring Profiles","Back to Recurring Profiles"
"Backordered","Productos agotados pedidos"
"Bestsellers","Bestsellers"
"Bill to Name","Factura a Nombre"
"Billing","Billing"
"Billing Address","Dirección de facturación"
"Billing Agreement","Billing Agreement"
"Billing Agreement # %s","Billing Agreement # %s"
"Billing Agreement #%s","Billing Agreement #%s"
"Billing Agreement View","Billing Agreement View"
"Billing Agreements","Billing Agreements"
"Billing Last Name","Billing Last Name"
"Billing ZIP Code","Billing ZIP Code"
"Buy %s for price %s","Comprar %s por el precio %s"
"Cancel","Cancelar"
"Cancel credit memo","Cancel credit memo"
"Cancel invoice","Cancelar la factura"
"Cancel order","Cancelar pedido"
"Canceled","Cancelado"
"Canceled order offline.","Canceled order offline."
"Canceled order online.","Canceled order online."
"Cannot add order history.","Cannot add order history."
"Cannot create an empty shipment.","No se puede crear un envio vacío"
"Cannot determine the field name.","Cannot determine the field name."
"Cannot do invoice for order.","Cannot do invoice for order."
"Cannot do shipment for order.","Cannot do shipment for order."
"Cannot get order instance","Cannot get order instance"
"Cannot get the order instance.","Cannot get the order instance."
"Cannot register an existing credit memo.","Cannot register an existing credit memo."
"Cannot register existing invoice","Cannot register existing invoice"
"Cannot register existing shipment","Cannot register existing shipment"
"Capture","Capturar"
"Capture Amount","Capturar importe"
"Capture invoice","Captura de factura"
"Capture Offline","Capturar fuera de línea"
"Capture Online","Capturar en línea"
"Captured amount of %s online.","Captured amount of %s online."
"Capturing amount of %s is pending approval on gateway.","Capturing amount of %s is pending approval on gateway."
"Carrier","Transporte"
"Carrier/Method","Carrier/Method"
"Change status, add comments","Cambio de estado, agregar comentarios"
"Changing address information will not recalculate shipping, tax or other order amount.","Changing address information will not recalculate shipping, tax or other order amount."
"Checkout Totals Sort Order","Checkout Totals Sort Order"
"City","City"
"Clear Shopping Cart","Clear Shopping Cart"
"Click to change shipping method","Presione para cambiar el método de envío"
"Close","Close"
"Closed","Cerrado"
"cm","cm"
"Comma-separated.","Comma-separated."
"Comment","Comentario"
"Comment Text","Texto del comentario"
"Comments","Comentarios"
"Comments History","Historial de comentarios"
"Company","Company"
"Complete","Completa"
"Configure","Configure"
"Configure and Add to Order","Configure and Add to Order"
"Contents","Contents"
"Continue","Continue"
"Controls whether customer IP is shown in orders, invoices, shipments, credit memos.","Controls whether customer IP is shown in orders, invoices, shipments, credit memos."
"Country","País"
"Coupons","Cupones"
"Create","Crear"
"Create new credit memo for order","Create new credit memo for order"
"Create New Customer","Crear un nuevo cliente"
"Create new invoice for order","Cear una nueva factura"
"Create New Order","Crear un nuevo Pedido"
"Create New Order for %s","Crear un nuevo Pedido para %s"
"Create New Order for %s in %s","Crear un nuevo Pedido para %s en %s"
"Create New Order for New Customer","Crear un nuevo Pedido para un nuevo cliente"
"Create New Order for New Customer in %s","Crear un nuevo Pedido para un nuevo cliente en %s"
"Create New Order Status","Create New Order Status"
"Create new shipment for order","Crear un nuevo envio"
"Create New Status","Create New Status"
"Create Packages","Create Packages"
"Create Shipment","Crear Envío"
"Create Shipping Label","Create Shipping Label"
"Create Shipping Label...","Create Shipping Label..."
"Create...","Create..."
"Created At","Creado el"
"Created billing agreement #%s.","Created billing agreement #%s."
"Created:","Created:"
"Credit Memo","Factura de abono"
"Credit Memo #","Factura de abono #"
"Credit Memo # ","Factura de abono #"
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Credit Memo #%1$s | %3$s | %2$s (%4$s)"
"Credit memo canceling problem.","Credit memo canceling problem."
"Credit memo cannot be canceled.","Credit memo cannot be canceled."
"Credit Memo Comment Email Sender","Remitente de correo electrónico para comentarios a la Factura de abono"
"Credit Memo Comment Email Template","Plantilla de correo electrónico para comentarios a la Factura de abono"
"Credit Memo Comment Email Template for Guest","Plantilla de correo electrónico para comentarios a la Factura de abono para invitado"
"Credit Memo Comments","Comentarios a la Factura de abono"
"Credit Memo Email Sender","Remitente de correo electrónico para la Factura de abono"
"Credit Memo Email Template","Plantilla de correo electrónico para la Factura de abono"
"Credit Memo Email Template for Guest","Plantilla de correo electrónico para la Factura de abono para invitado"
"Credit memo has been created automatically","Credit memo has been created automatically"
"Credit Memo Update","Actualización de la Factura de abono"
"Credit Memo Update for Guest","Actualización de la Factura de abono para invitado"
"Credit Memos","Facturas de abono"
"CSV","CSV"
"Custom Price","Precio de venta personalizada"
"Custom Value","Valor personalizado"
"Customer","Cliente"
"Customer Can Define Start Date","Customer Can Define Start Date"
"Customer Email","Customer Email"
"Customer Group","Grupo de clientes"
"Customer Last Name","Customer Last Name"
"Customer My Account Order Creditmemo View","Customer My Account Order Creditmemo View"
"Customer My Account Order History","Customer My Account Order History"
"Customer My Account Order Invoice View","Customer My Account Order Invoice View"
"Customer My Account Order Shipment View","Customer My Account Order Shipment View"
"Customer My Account Order View","Customer My Account Order View"
"Customer Name","Nombre del cliente"
"Customer's Current Activities","Cliente's Actividades actuales"
"Customs Value","Customs Value"
"Date","Fecha"
"Date Shipped","Fecha del Envío"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If you see image distortion in PDF, try to use larger image","Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If you see image distortion in PDF, try to use larger image"
"Default Status","Default Status"
"Default Template","Default Template"
"Delete","Borrar"
"Delete Package","Delete Package"
"Denied the payment online.","Denied the payment online."
"Deny Payment","Deny Payment"
"Description Message","Description Message"
"Discount","Descuento"
"Discount (%s)","Descuento (%s)"
"Discount Amount","Importe del descuento"
"Display Order ID in Header","Mostrar ID del pedido en la cabecera"
"Edit","Editar"
"Edit Order #%s","Editar el Pedido #%s"
"Edit Order %s %s Address","Edit Order %s %s Address"
"Edit Order Status","Edit Order Status"
"Email","Correo electrónico"
"Email Address","Email Address"
"Email Copy of Credit Memo","Copia por correo de la Factura de abono"
"Email Copy of Invoice","Copia por correo de la Factura"
"Email Copy of Shipment","Copia por correo del Envío"
"Email Order Confirmation","Correo para la confirmación del Pedido"
"Enable","Posibilitar"
"Enabled","Activado"
"Enter the billing last name and email/ZIP as in the order billing address","Enter the billing last name and email/ZIP as in the order billing address"
"Entered data is incorrect. Please try again.","Entered data is incorrect. Please try again."
"Error to Show in Shopping Cart","Error to Show in Shopping Cart"
"Excel XML","Excel XML"
"Excl. Tax","Excl. Impuestos"
"Expired","Expired"
"Explanation","Explanation"
"Failed to cancel the billing agreement.","Failed to cancel the billing agreement."
"Failed to create billing agreement for this order.","Failed to create billing agreement for this order."
"Failed to finish billing agreement wizard.","Failed to finish billing agreement wizard."
"Failed to send the order email.","Failed to send the order email."
"Failed to start billing agreement wizard.","Failed to start billing agreement wizard."
"Failed to update the payment.","Failed to update the payment."
"Failed to update the profile.","Failed to update the profile."
"Failed to void the payment.","Failed to void the payment."
"Fetch","Fetch"
"File extension not known or unsupported type in the following shipment: %s","File extension not known or unsupported type in the following shipment: %s"
"Find Order By:","Find Order By:"
"First Name","First Name"
"From","Desde"
"From Name","Nombre desde"
"From:","Desde:"
"G.T. (Base)","Total (Base)"
"G.T. (Purchased)","Total (Comprado)"
"General","General"
"General Information","General Information"
"Get Payment Update","Get Payment Update"
"Get shipping methods and rates","Ver métodos de envío y tarifas"
"Get Update","Get Update"
"Gift Message","Mensaje de regalo"
"Gift Message for the Entire Order","Gift Message for the Entire Order"
"Gift Message for This Order","Mensaje de regalo para este Pedido"
"Gift Options","Gift Options"
"Girth","Girth"
"Go to Home Page","Go to Home Page"
"Grand Total","Total general"
"Grand Total to be Charged","Grand Total to be Charged"
"Guest","Invitado"
"Height","Height"
"Hide Customer IP","Hide Customer IP"
"Hold","Suspender"
"Hold action is not available.","Hold action is not available."
"Hold order","Mantener pedido"
"Home","Home"
"ID","ID"
"ID #","ID #"
"If empty, the default description above will be used.","If empty, the default description above will be used."
"If empty, the default error above will be used.","If empty, the default error above will be used."
"If the invoice was created offline, try creating an offline creditmemo.","If the invoice was created offline, try creating an offline creditmemo."
"in","in"
"Incl. Tax","Incluidos impuestos"
"Information","Información"
"Initial Fee","Initial Fee"
"Initial Fees","Initial Fees"
"Initial period payment","Initial period payment"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings."
"Invalid block: %s.","Invalid block: %s."
"Invalid carrier specified.","Transportista especificado no válido."
"Invalid draw line data. Please define ""lines"" array.","Invalid draw line data. Please define ""lines"" array."
"Invalid entity model","Invalid entity model"
"Invalid item option format.","Invalid item option format."
"Invalid qty to invoice item ""%s""","Cantidad inválida para facturar artículo ""%s"""
"Invalid qty to refund item ""%s""","Cantidad inválida de reembolso para artículo ""%s"""
"Invalid qty to ship for item ""%s""","Cantidad inválida de envío para artículo ""%s"""
"Invalid renderer model","El modelo no se ha podido renderizar"
"Invalid request for adding product to quote.","Invalid request for adding product to quote."
"Invalid value(s) for Qty to Ship","Invalid value(s) for Qty to Ship"
"Invoice","Factura"
"Invoice #","Factura #"
"Invoice # ","Factura #"
"Invoice #%1$s | %2$s | %4$s (%3$s)","Invoice #%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Factura #%s"
"Invoice and Packing Slip Design","Invoice and Packing Slip Design"
"Invoice and Ship","Invoice and Ship"
"Invoice canceling problem.","Invoice canceling problem."
"Invoice cannot be canceled.","Invoice cannot be canceled."
"Invoice cannot be captured.","Invoice cannot be captured."
"Invoice cannot be voided.","Invoice cannot be voided."
"Invoice capturing problem.","Invoice capturing problem."
"Invoice Comment Email Sender","Remitente de correo electrónico para comentarios de la Factura"
"Invoice Comment Email Template","Plantilla de correo electrónico para comentarios de la Factura"
"Invoice Comment Email Template for Guest","Plantilla de correo electrónico para comentarios de la Factura para invitado"
"Invoice Comments","Comentarios de la Factura"
"Invoice Date","Fecha de la Factura"
"Invoice Email Sender","Remitente de correo electrónico de la Factura"
"Invoice Email Template","Plantilla de correo electrónico de la Factura"
"Invoice Email Template for Guest","Plantilla de correo electrónico de Factura para invitado"
"Invoice Update","Actualización de la Factura"
"Invoice Update for Guest","Actualización de la Factura para invitado"
"Invoice void problem","Probemas de contenido en la factura"
"Invoice will be created without communication with payment gateway.","Invoice will be created without communication with payment gateway."
"Invoiced","Facturado"
"Invoiced:","Invoiced:"
"Invoices","Facturas"
"Is Closed","Is Closed"
"Item","Artículo"
"Item object is not specified.","El artículo no está especificado."
"Item options declaration error.","Item options declaration error."
"Item ordered qty","Cantidad de artículos"
"Item qty declaration error.","Item qty declaration error."
"Item Status","Estado del artículo"
"Items","Items"
"Items in the Package","Items in the Package"
"Items Invoiced","Artículos facturados"
"Items maximum quantity or price do not allow checkout.","Items maximum quantity or price do not allow checkout."
"Items options declaration error.","Items options declaration error."
"Items Ordered","Artículos pedidos"
"Items Refunded","Artículos reembolsados"
"Items Shipped","Artículos enviados"
"Items to Refund","Artículos para reembolsar"
"Items to Ship","Artículos para enviar"
"Key","Key"
"kg","kg"
"Last Name","Last Name"
"Last Ordered Items","Last Ordered Items"
"Last status can't be unassigned from state.","Last status can't be unassigned from state."
"lb","lb"
"Length","Length"
"Link to the New Order","Link to the New Order"
"Link to the Previous Order","Link to the Previous Order"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo sólo para  documentos HTML. Si esta vacio se utilizará el de por defecto.<br />(jpeg, gif, png)"
"Logo for HTML Print View","Logo for HTML Print View"
"Logo for PDF Print-outs (200x50)","Logo for PDF Print-outs (200x50)"
"Make Check payable to:","Make Check payable to:"
"Manage","Manage"
"Maximum amount available to refund is %s","Maximum amount available to refund is %s"
"Maximum shipping amount allowed to refund is: %s","Maximum shipping amount allowed to refund is: %s"
"Message","Mensaje"
"Message:","Mensaje:"
"Minimum Amount","Minimum Amount"
"Minimum Order Amount","Minimum Order Amount"
"Mixed","Mezclado"
"Most Viewed","Most Viewed"
"Most Viewed Products Report","Most Viewed Products Report"
"Move to Shopping Cart","Mover a la cesta de la compra"
"Move to Wishlist","Trasladar a la lista de deseos"
"Multi-address Description Message","Multi-address Description Message"
"Multi-address Error to Show in Shopping Cart","Multi-address Error to Show in Shopping Cart"
"My Orders","Mis Pedidos"
"My Orders - Details","Mis Pedidos - Detalles"
"N/A","N/A"
"Name","Nombre"
"New","Nuevo"
"New Billing Agreement","New Billing Agreement"
"New Credit Memo","Nueva Factura de abono"
"New Credit Memo for Guest","Nueva Factura de abono para invitado"
"New Credit Memo for Invoice #%s","New Credit Memo for Invoice #%s"
"New Credit Memo for Order #%s","New Credit Memo for Order #%s"
"New Invoice","Nueva Factura"
"New Invoice and Shipment for Order #%s","New Invoice and Shipment for Order #%s"
"New Invoice for Guest","Nueva Factura para invitado"
"New Invoice for Order #%s","New Invoice for Order #%s"
"New Order","Nuevo Pedido"
"New Order Confirmation Email Sender","Remitente de correo de confirmación de nuevo Pedido"
"New Order Confirmation Template","Plantilla de confirmación de nuevo Pedido"
"New Order Confirmation Template for Guest","Plantilla de confirmación de nuevo Pedido para invitado"
"New Order for Guest","Nuevo Pedido para invitado"
"New Order RSS","RSS de nuevo Pedido"
"New Order Status","New Order Status"
"New Shipment","Nuevo envío"
"New Shipment for Guest","Nuevo Envío para invitado"
"New Shipment for Order #%s","New Shipment for Order #%s"
"Newsletter Subscription","Suscripción al boletín de noticias"
"No","No"
"No detail for number ""%s""","No hay detalle para el número ""%s"""
"No information available.","No information available."
"No Items","No hay artículos"
"No Items To Refund","No devolución de artículos"
"No order(s) were put on hold.","No order(s) were put on hold."
"No order(s) were released from holding status.","No order(s) were released from holding status."
"No ordered items","Ningún artículo pedido"
"No Payment Methods","No hay métodos de pago"
"No shipping information available","Ninguna información de envio disponible"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Nominal item can be purchased standalone only. To proceed please remove other items from the quote."
"Nominal Items","Nominal Items"
"Nominal order registered.","Nominal order registered."
"Not Capture","No capturar"
"Not enough valid data to save the parent transaction ID.","Not enough valid data to save the parent transaction ID."
"Not Initialized","Not Initialized"
"Not Notified","No notificado"
"Notification Not Applicable","Notification Not Applicable"
"Notified","Notificado"
"Notify Customer by Email","Notify Customer by Email"
"Number","Número"
"Number of Invoiced Orders","Number of Invoiced Orders"
"Number of Orders","Number of Orders"
"Number of Refunded Orders","Number of Refunded Orders"
"Offline Refunded","Offline Refunded"
"OK","OK"
"On Hold","En suspenso"
"Online Refunded","Online Refunded"
"Order","Pedido"
"Order #","Pedido #"
"Order # ","Pedido #"
"Order # %s","Pedido # %s"
"Order # %s %s | %s","Order # %s %s | %s"
"Order #%s","Pedido #%s"
"Order #%s - %s","Pedido #%s - %s"
"Order Address Information","Order Address Information"
"Order API","API pedido"
"Order Comment","Comentarios del Pedido"
"Order Comment Email Sender","Remitente de correo electrónico para comentarios del Pedido"
"Order Comment Email Template","Plantilla de correo electrónico para comentarios del Pedido"
"Order Comment Email Template for Guest","Plantilla de correo electrónico para comentarios del Pedido para invitado"
"Order Comments","Comentarios del Pedido"
"Order credit memo","Order credit memo"
"Order Credit Memos","Notas de crédito de pedido"
"Order Currency:","Moneda del Pedido:"
"Order Date","Fecha del Pedido"
"Order Date (%s)","Fecha de pedido (%s)"
"Order Date: ","Fecha del Pedido:"
"Order Date: %s","Fecha del Pedido: %s"
"Order Details","Detalles del Pedido"
"Order does not allow to be canceled.","Order does not allow to be canceled."
"Order Grand Total","Importe Total del Pedido"
"Order History","Historial de Pedidos"
"Order History Info","Order History Info"
"Order ID","Order ID"
"Order Information","Información del Pedido"
"Order invoice","Factura del pedido"
"Order Invoices","Factura del pedido"
